id,date,location,species,length_cm,weight_kg,method,weather,water_temp_c,notes
7230,2024-08-04,Øygarden,Hyse,104.1,7.04,Pilking,Skyet,12.0,Mye småfisk
7231,2024-11-12,Øygarden,Torsk,21.3,2.85,Jigg,Sol,6.7,Fin dag på sjøen
7232,2024-11-29,Bjørnafjorden,Sei,43.7,4.56,Pilking,Regn,6.1,Rolige forhold
7233,2024-11-28,Fedje,Steinbit,68.0,5.53,Jigg,Lettskyet,8.3,Mye småfisk
7234,2023-02-01,Austevoll,Sild,108.6,6.79,Agn,Skyet,8.4,Mye småfisk
7235,2022-01-29,Fitjarøyene,Sild,105.6,7.53,Shad,Tåke,6.8,Beste fangst på lenge
7236,2024-02-21,Fedje,Lyr,75.9,5.95,Jigg,Regn,12.3,Beste fangst på lenge
7237,2022-10-09,Tysnes,Torsk,85.4,6.76,Sluk,Skyet,16.7,Veldig seig i starten
7238,2023-12-26,Austevoll,Torsk,115.9,10.06,Shad,Lettskyet,12.3,Mye småfisk
7239,2024-08-23,Fitjarøyene,Lyr,106.3,10.59,Pilking,Vind,9.7,Rolige forhold
7240,2024-10-15,Tysnes,Torsk,55.1,3.78,Shad,Regn,12.0,Mye småfisk
7241,2022-10-31,Øygarden,Makrell,114.8,12.62,Shad,Regn,15.1,Rolige forhold
7242,2022-03-27,Fedje,Makrell,39.8,2.6,Jigg,Skyet,6.7,Veldig seig i starten
7243,2022-01-17,Bjørnafjorden,Steinbit,49.6,6.72,Pilking,Skyet,13.4,Beste fangst på lenge
7244,2024-10-11,Austevoll,Lyr,59.4,7.68,Agn,Lettskyet,17.0,Overraskende tung
7245,2023-11-04,Austevoll,Sei,55.6,5.1,Flue,Vind,7.2,Beste fangst på lenge
7246,2024-02-03,Bjørnafjorden,Sild,27.3,2.53,Pilking,Vind,8.2,Rolige forhold
7247,2023-01-22,Øygarden,Makrell,22.7,1.98,Agn,Lettskyet,7.5,Litt bølger
7248,2022-08-10,Sotra,Hyse,53.1,5.34,Agn,Regn,14.1,Overraskende tung
7249,2024-06-01,Sotra,Makrell,73.9,7.09,Shad,Regn,16.5,Rolige forhold
7250,2023-09-24,Austevoll,Torsk,57.1,7.6,Pilking,Sol,6.7,Veldig seig i starten
7251,2022-10-14,Øygarden,Makrell,60.8,3.97,Jigg,Lettskyet,13.2,Rolige forhold
7252,2024-10-23,Øygarden,Lyr,58.4,3.53,Shad,Regn,13.3,Mye småfisk
7253,2023-05-06,Sotra,Hyse,87.5,10.51,Flue,Skyet,13.7,Litt bølger
7254,2023-02-18,Austevoll,Hyse,45.0,4.51,Sluk,Regn,12.3,Fin dag på sjøen
7255,2023-06-30,Fitjarøyene,Sild,101.9,9.48,Jigg,Lettskyet,12.6,Overraskende tung
7256,2023-03-23,Øygarden,Torsk,53.9,6.67,Flue,Sol,10.0,Rolige forhold
7257,2022-01-10,Fedje,Torsk,101.8,13.75,Sluk,Vind,6.1,Fin dag på sjøen
7258,2024-05-14,Bjørnafjorden,Makrell,50.6,4.92,Pilking,Regn,13.4,Beste fangst på lenge
7259,2024-06-11,Fedje,Hyse,99.7,7.88,Agn,Regn,13.0,Tok på første kast
7260,2023-01-28,Bjørnafjorden,Sei,24.0,1.98,Pilking,Regn,8.8,Fin dag på sjøen
7261,2024-04-02,Bjørnafjorden,Makrell,38.1,4.23,Shad,Regn,15.9,Overraskende tung
7262,2022-10-09,Bjørnafjorden,Torsk,51.1,5.81,Agn,Lettskyet,13.9,Fin dag på sjøen
7263,2024-11-21,Austevoll,Sei,44.7,3.4,Shad,Skyet,8.3,Mye småfisk
7264,2022-10-15,Øygarden,Sei,87.8,10.62,Pilking,Skyet,16.4,Fin dag på sjøen
7265,2024-11-16,Austevoll,Sild,68.3,7.2,Pilking,Regn,17.4,Veldig seig i starten
7266,2023-11-08,Fitjarøyene,Horngjel,55.4,3.77,Sluk,Tåke,11.6,Beste fangst på lenge
7267,2024-08-11,Tysnes,Torsk,61.9,5.41,Shad,Tåke,14.6,Fin dag på sjøen
7268,2022-09-25,Bjørnafjorden,Horngjel,64.4,6.12,Sluk,Skyet,13.3,Overraskende tung
7269,2023-01-28,Tysnes,Makrell,112.6,8.0,Jigg,Vind,14.5,Rolige forhold
7270,2023-04-07,Fedje,Makrell,63.4,8.8,Jigg,Sol,6.1,Tok på første kast
7271,2022-01-11,Øygarden,Hyse,95.0,9.38,Sluk,Sol,9.9,Litt bølger
7272,2023-04-19,Fedje,Steinbit,40.6,5.36,Flue,Sol,9.6,Litt bølger
7273,2022-05-28,Fitjarøyene,Torsk,38.1,3.51,Pilking,Tåke,14.0,Fin dag på sjøen
7274,2023-01-21,Tysnes,Steinbit,109.4,14.23,Jigg,Regn,14.9,Veldig seig i starten
7275,2024-12-10,Fedje,Steinbit,107.5,7.36,Shad,Vind,8.9,Mye småfisk
7276,2024-03-12,Bjørnafjorden,Lyr,102.0,12.23,Shad,Sol,6.3,Beste fangst på lenge
7277,2022-02-12,Fitjarøyene,Horngjel,98.4,7.58,Pilking,Tåke,11.9,Litt bølger
7278,2022-11-19,Sotra,Horngjel,115.4,8.41,Jigg,Skyet,7.4,Tok på første kast
7279,2024-04-22,Fitjarøyene,Torsk,104.8,8.97,Sluk,Sol,15.0,Beste fangst på lenge
7280,2024-03-22,Fitjarøyene,Sild,40.7,5.0,Pilking,Tåke,16.2,Beste fangst på lenge
7281,2022-07-12,Fitjarøyene,Steinbit,32.7,2.43,Flue,Tåke,7.8,Rolige forhold
7282,2022-12-05,Fitjarøyene,Sild,59.6,7.75,Agn,Regn,17.4,Beste fangst på lenge
7283,2022-09-20,Fedje,Sei,78.7,5.4,Shad,Regn,9.0,Veldig seig i starten
7284,2022-10-25,Bjørnafjorden,Sei,80.6,8.4,Sluk,Tåke,14.5,Litt bølger
7285,2023-12-26,Fitjarøyene,Hyse,39.1,5.06,Jigg,Lettskyet,16.2,Veldig seig i starten
7286,2024-05-29,Øygarden,Sild,59.6,6.91,Shad,Sol,7.4,Litt bølger
7287,2023-08-29,Sotra,Torsk,89.5,11.15,Pilking,Lettskyet,7.4,Litt bølger
7288,2023-09-06,Fedje,Sild,113.6,14.08,Agn,Skyet,10.1,Mye småfisk
7289,2022-06-04,Fedje,Steinbit,28.3,2.39,Flue,Sol,17.0,Rolige forhold
7290,2024-07-01,Fedje,Hyse,22.8,2.43,Jigg,Tåke,8.0,Veldig seig i starten
7291,2023-09-14,Austevoll,Makrell,96.2,7.06,Shad,Tåke,8.8,Mye småfisk
7292,2022-10-04,Fedje,Hyse,59.3,4.92,Flue,Tåke,9.6,Mye småfisk
7293,2022-07-09,Sotra,Steinbit,58.5,5.26,Agn,Sol,13.8,Rolige forhold
7294,2022-10-12,Øygarden,Steinbit,101.7,10.25,Jigg,Tåke,13.6,Fin dag på sjøen
7295,2024-01-28,Fitjarøyene,Hyse,67.4,5.66,Sluk,Sol,14.6,Overraskende tung
7296,2022-08-07,Øygarden,Sild,38.0,4.41,Jigg,Tåke,11.7,Rolige forhold
7297,2022-04-21,Tysnes,Steinbit,76.0,7.09,Sluk,Regn,14.8,Fin dag på sjøen
7298,2023-04-20,Bjørnafjorden,Hyse,113.8,7.76,Agn,Regn,7.5,Fin dag på sjøen
7299,2023-02-01,Sotra,Steinbit,116.2,12.41,Shad,Tåke,14.2,Fin dag på sjøen
7300,2024-09-05,Sotra,Torsk,44.6,3.28,Sluk,Skyet,15.7,Mye småfisk
7301,2024-11-24,Fitjarøyene,Lyr,68.6,7.42,Sluk,Lettskyet,17.8,Overraskende tung
7302,2024-04-28,Sotra,Hyse,88.4,11.75,Pilking,Vind,14.1,Veldig seig i starten
7303,2022-05-07,Fitjarøyene,Sei,28.9,2.43,Pilking,Regn,7.4,Mye småfisk
7304,2022-09-03,Tysnes,Horngjel,71.9,4.52,Pilking,Lettskyet,12.9,Tok på første kast
7305,2022-07-24,Tysnes,Makrell,111.1,14.21,Sluk,Regn,11.3,Overraskende tung
7306,2024-10-20,Fedje,Torsk,83.1,8.27,Sluk,Vind,16.2,Fin dag på sjøen
7307,2023-09-12,Fedje,Sei,94.3,11.76,Pilking,Lettskyet,14.9,Fin dag på sjøen
7308,2022-01-08,Øygarden,Horngjel,78.2,6.68,Pilking,Skyet,6.8,Overraskende tung
7309,2022-11-07,Øygarden,Hyse,26.7,3.6,Jigg,Lettskyet,12.9,Litt bølger
7310,2024-05-14,Fedje,Sei,116.6,10.97,Shad,Sol,16.4,Rolige forhold
7311,2024-11-25,Fedje,Makrell,53.4,4.12,Agn,Tåke,11.3,Litt bølger
7312,2023-07-17,Sotra,Makrell,72.1,8.78,Agn,Regn,13.5,Mye småfisk
7313,2023-06-24,Sotra,Steinbit,76.4,9.46,Agn,Tåke,11.6,Overraskende tung
7314,2024-06-03,Øygarden,Horngjel,26.2,2.07,Shad,Vind,17.0,Overraskende tung
7315,2022-08-08,Fedje,Torsk,81.0,5.35,Agn,Tåke,11.5,Tok på første kast
7316,2022-12-16,Tysnes,Makrell,82.3,6.53,Jigg,Regn,10.6,Mye småfisk
7317,2023-05-30,Øygarden,Torsk,72.3,5.2,Jigg,Regn,17.7,Beste fangst på lenge
7318,2022-08-25,Austevoll,Torsk,48.7,4.87,Pilking,Skyet,11.7,Litt bølger
7319,2023-12-20,Tysnes,Makrell,82.8,6.59,Flue,Regn,14.8,Tok på første kast
7320,2024-07-02,Tysnes,Horngjel,38.1,4.84,Sluk,Sol,13.5,Beste fangst på lenge
7321,2023-09-05,Tysnes,Makrell,100.3,11.33,Shad,Lettskyet,12.9,Litt bølger
7322,2024-10-14,Sotra,Sild,38.7,2.63,Agn,Vind,7.2,Rolige forhold
7323,2024-10-17,Fitjarøyene,Hyse,63.0,6.71,Agn,Skyet,12.9,Tok på første kast
7324,2023-05-18,Austevoll,Torsk,36.7,2.47,Shad,Sol,10.4,Veldig seig i starten
7325,2022-11-15,Tysnes,Hyse,106.3,6.72,Jigg,Tåke,6.9,Rolige forhold
7326,2024-01-30,Tysnes,Horngjel,90.9,12.63,Flue,Regn,16.2,Beste fangst på lenge
7327,2024-05-01,Tysnes,Hyse,98.8,7.53,Pilking,Sol,17.7,Litt bølger
7328,2023-08-27,Bjørnafjorden,Torsk,98.6,9.72,Agn,Vind,10.6,Litt bølger
7329,2024-10-13,Austevoll,Makrell,27.8,3.29,Agn,Sol,17.6,Mye småfisk
7330,2022-10-06,Bjørnafjorden,Horngjel,87.5,11.21,Sluk,Vind,11.4,Mye småfisk
7331,2022-07-07,Øygarden,Hyse,49.7,3.04,Agn,Tåke,6.2,Veldig seig i starten
7332,2022-11-03,Øygarden,Steinbit,89.6,8.94,Pilking,Sol,16.9,Beste fangst på lenge
7333,2023-03-30,Fedje,Torsk,109.9,7.85,Pilking,Regn,7.2,Fin dag på sjøen
7334,2023-03-23,Fedje,Horngjel,33.1,3.43,Agn,Vind,8.3,Mye småfisk
7335,2023-10-29,Fedje,Lyr,92.1,10.01,Flue,Regn,11.4,Rolige forhold
7336,2022-06-21,Tysnes,Lyr,105.2,13.88,Flue,Tåke,8.6,Litt bølger
7337,2023-04-08,Øygarden,Lyr,60.6,7.81,Agn,Skyet,6.9,Overraskende tung
7338,2023-10-11,Austevoll,Sild,39.9,3.62,Shad,Lettskyet,11.9,Mye småfisk
7339,2022-10-23,Bjørnafjorden,Torsk,102.5,7.99,Jigg,Regn,13.0,Mye småfisk
7340,2024-01-26,Øygarden,Sei,67.6,5.95,Shad,Vind,17.9,Overraskende tung
7341,2024-02-06,Bjørnafjorden,Steinbit,103.3,14.22,Flue,Vind,6.4,Beste fangst på lenge
7342,2023-08-17,Fitjarøyene,Makrell,35.7,3.34,Pilking,Tåke,8.4,Fin dag på sjøen
7343,2023-06-14,Øygarden,Sild,37.1,5.11,Agn,Lettskyet,9.1,Litt bølger
7344,2022-09-05,Fedje,Horngjel,70.3,6.71,Pilking,Regn,7.9,Veldig seig i starten
7345,2022-09-25,Tysnes,Horngjel,37.6,4.29,Flue,Lettskyet,15.3,Rolige forhold
7346,2024-04-07,Fedje,Sei,76.2,4.62,Flue,Vind,16.1,Fin dag på sjøen
7347,2023-08-01,Bjørnafjorden,Steinbit,53.9,7.31,Shad,Tåke,14.2,Beste fangst på lenge
7348,2022-05-07,Øygarden,Lyr,83.1,10.73,Jigg,Tåke,9.3,Litt bølger
7349,2022-02-09,Fedje,Steinbit,108.7,10.21,Shad,Sol,6.4,Veldig seig i starten
7350,2022-04-07,Sotra,Horngjel,91.5,5.89,Agn,Sol,6.1,Beste fangst på lenge
7351,2022-12-02,Sotra,Torsk,55.6,6.47,Jigg,Regn,6.4,Beste fangst på lenge
7352,2023-11-11,Austevoll,Hyse,28.6,1.9,Flue,Vind,9.4,Litt bølger
7353,2024-05-11,Tysnes,Steinbit,83.6,9.3,Jigg,Tåke,11.0,Fin dag på sjøen
7354,2023-05-26,Fitjarøyene,Sild,84.9,9.52,Pilking,Lettskyet,8.1,Mye småfisk
7355,2024-08-03,Tysnes,Steinbit,77.5,9.15,Sluk,Lettskyet,13.7,Mye småfisk
7356,2022-02-28,Fitjarøyene,Horngjel,27.6,3.61,Jigg,Skyet,17.5,Mye småfisk
7357,2024-10-07,Austevoll,Hyse,77.2,8.98,Flue,Vind,10.5,Overraskende tung
7358,2024-09-10,Sotra,Steinbit,61.0,4.64,Shad,Lettskyet,10.3,Tok på første kast
7359,2023-05-27,Fedje,Steinbit,47.3,5.17,Agn,Vind,12.7,Beste fangst på lenge
7360,2022-12-03,Øygarden,Sild,49.6,4.25,Agn,Vind,7.7,Litt bølger
7361,2023-05-27,Austevoll,Sild,108.6,14.11,Pilking,Skyet,18.0,Veldig seig i starten
7362,2023-08-17,Fitjarøyene,Torsk,108.4,6.51,Jigg,Vind,14.0,Litt bølger
7363,2024-01-03,Austevoll,Makrell,25.4,1.67,Sluk,Sol,6.2,Mye småfisk
7364,2022-12-31,Austevoll,Lyr,110.6,15.13,Pilking,Sol,17.2,Fin dag på sjøen
7365,2024-07-26,Fitjarøyene,Horngjel,44.0,5.91,Agn,Sol,6.2,Overraskende tung
7366,2023-04-14,Fedje,Makrell,93.4,13.03,Pilking,Vind,12.6,Tok på første kast
7367,2023-11-08,Tysnes,Lyr,20.5,1.82,Jigg,Regn,16.6,Overraskende tung
7368,2024-01-31,Austevoll,Sei,54.9,6.61,Shad,Skyet,13.9,Litt bølger
7369,2023-07-27,Austevoll,Steinbit,36.5,2.84,Jigg,Skyet,8.9,Mye småfisk
7370,2024-12-19,Fitjarøyene,Makrell,98.1,13.06,Sluk,Regn,13.3,Mye småfisk
7371,2023-12-20,Austevoll,Sei,108.2,7.13,Jigg,Vind,9.5,Overraskende tung
7372,2023-12-20,Fitjarøyene,Hyse,88.7,10.41,Sluk,Regn,7.9,Tok på første kast
7373,2022-06-04,Bjørnafjorden,Hyse,97.9,8.22,Pilking,Skyet,8.6,Overraskende tung
7374,2022-10-11,Fitjarøyene,Steinbit,40.0,3.68,Shad,Sol,13.6,Overraskende tung
7375,2022-09-12,Øygarden,Sild,54.7,5.0,Flue,Sol,13.3,Mye småfisk
7376,2023-05-13,Sotra,Torsk,49.1,5.22,Pilking,Sol,6.8,Litt bølger
7377,2022-08-26,Austevoll,Torsk,99.8,6.56,Agn,Skyet,10.4,Litt bølger
7378,2024-09-21,Austevoll,Sild,65.6,4.08,Sluk,Vind,7.7,Rolige forhold
7379,2022-06-15,Øygarden,Sei,47.0,6.2,Pilking,Skyet,16.3,Veldig seig i starten
7380,2023-10-07,Tysnes,Steinbit,113.2,13.12,Agn,Lettskyet,12.2,Rolige forhold
7381,2024-04-27,Austevoll,Lyr,32.0,2.12,Agn,Vind,9.7,Mye småfisk
7382,2022-02-04,Bjørnafjorden,Horngjel,101.1,9.38,Jigg,Skyet,11.4,Overraskende tung
7383,2022-01-02,Øygarden,Steinbit,25.9,3.27,Shad,Tåke,13.7,Overraskende tung
7384,2023-12-24,Fedje,Horngjel,117.7,13.95,Shad,Sol,15.5,Litt bølger
7385,2023-08-15,Øygarden,Makrell,25.2,2.39,Pilking,Regn,14.7,Veldig seig i starten
7386,2024-02-08,Øygarden,Makrell,76.1,7.46,Jigg,Skyet,11.7,Rolige forhold
7387,2024-05-29,Austevoll,Sei,100.5,7.54,Agn,Lettskyet,15.9,Fin dag på sjøen
7388,2022-03-27,Øygarden,Hyse,54.3,5.55,Agn,Lettskyet,15.0,Rolige forhold
7389,2022-11-30,Fitjarøyene,Sei,56.8,4.34,Flue,Skyet,7.2,Tok på første kast
7390,2022-03-29,Øygarden,Makrell,70.8,7.02,Flue,Skyet,16.1,Litt bølger
7391,2024-06-18,Øygarden,Sild,81.8,7.86,Pilking,Vind,16.5,Beste fangst på lenge
7392,2023-08-27,Øygarden,Torsk,104.7,8.37,Pilking,Skyet,14.1,Overraskende tung
7393,2022-08-14,Austevoll,Horngjel,73.9,7.9,Flue,Lettskyet,14.7,Litt bølger
7394,2023-06-03,Fedje,Hyse,90.7,10.85,Pilking,Vind,11.6,Veldig seig i starten
7395,2023-06-30,Fedje,Sei,65.5,4.9,Agn,Lettskyet,12.7,Tok på første kast
7396,2022-04-22,Fedje,Makrell,30.9,1.94,Pilking,Skyet,10.1,Mye småfisk
7397,2022-02-03,Bjørnafjorden,Sild,81.6,5.2,Jigg,Regn,9.8,Mye småfisk
7398,2024-12-27,Øygarden,Lyr,20.2,1.46,Agn,Lettskyet,12.5,Mye småfisk
7399,2024-06-03,Sotra,Sild,33.2,3.16,Jigg,Tåke,7.1,Overraskende tung
7400,2023-05-14,Fedje,Horngjel,40.0,2.83,Flue,Lettskyet,7.7,Rolige forhold
7401,2024-11-06,Sotra,Hyse,96.6,8.12,Jigg,Lettskyet,12.2,Overraskende tung
7402,2023-08-16,Øygarden,Horngjel,106.8,6.8,Flue,Skyet,14.6,Overraskende tung
7403,2023-05-09,Fedje,Torsk,77.1,5.15,Sluk,Regn,14.3,Rolige forhold
7404,2022-07-05,Tysnes,Horngjel,118.6,16.27,Jigg,Sol,16.0,Overraskende tung
7405,2024-01-15,Fitjarøyene,Sei,58.2,5.48,Shad,Skyet,14.5,Fin dag på sjøen
7406,2024-11-16,Fitjarøyene,Steinbit,35.7,4.17,Sluk,Skyet,10.4,Veldig seig i starten
7407,2023-09-01,Austevoll,Makrell,42.4,4.6,Shad,Sol,12.0,Beste fangst på lenge
7408,2023-12-15,Tysnes,Horngjel,67.4,8.85,Agn,Skyet,17.7,Rolige forhold
7409,2023-02-06,Austevoll,Makrell,63.2,3.87,Pilking,Sol,10.6,Beste fangst på lenge
7410,2022-06-23,Øygarden,Torsk,68.4,5.29,Pilking,Skyet,14.8,Overraskende tung
7411,2023-05-01,Bjørnafjorden,Sei,106.9,14.48,Agn,Vind,14.2,Tok på første kast
7412,2024-05-25,Fitjarøyene,Sei,116.7,8.81,Pilking,Lettskyet,12.0,Tok på første kast
7413,2024-08-08,Tysnes,Makrell,26.4,3.01,Pilking,Vind,10.5,Rolige forhold
7414,2023-08-05,Fitjarøyene,Sild,58.7,3.9,Jigg,Skyet,11.9,Fin dag på sjøen
7415,2023-11-15,Fitjarøyene,Steinbit,64.5,8.43,Shad,Regn,16.5,Rolige forhold
7416,2022-08-25,Tysnes,Sei,108.5,11.37,Flue,Sol,15.5,Litt bølger
7417,2024-08-03,Sotra,Horngjel,36.5,3.71,Pilking,Sol,10.1,Fin dag på sjøen
7418,2024-09-11,Øygarden,Horngjel,73.6,4.87,Sluk,Lettskyet,16.9,Veldig seig i starten
7419,2022-12-08,Øygarden,Sei,24.7,2.14,Jigg,Vind,16.4,Overraskende tung
7420,2022-11-16,Øygarden,Lyr,63.5,5.07,Agn,Vind,7.6,Rolige forhold
7421,2022-06-14,Sotra,Makrell,80.0,6.77,Flue,Regn,12.8,Fin dag på sjøen
7422,2023-10-06,Bjørnafjorden,Lyr,54.9,4.91,Sluk,Vind,16.0,Tok på første kast
7423,2023-12-17,Bjørnafjorden,Hyse,112.0,13.65,Pilking,Tåke,6.7,Fin dag på sjøen
7424,2024-08-10,Fedje,Sei,98.2,7.22,Jigg,Vind,9.3,Fin dag på sjøen
7425,2022-12-03,Sotra,Lyr,81.3,10.62,Flue,Lettskyet,14.9,Rolige forhold
7426,2023-05-24,Øygarden,Lyr,112.9,10.94,Agn,Regn,10.8,Litt bølger
7427,2022-04-21,Tysnes,Makrell,72.2,5.22,Pilking,Tåke,6.2,Litt bølger
7428,2024-11-21,Austevoll,Sei,94.8,7.42,Sluk,Lettskyet,6.8,Overraskende tung
7429,2022-03-04,Fitjarøyene,Sild,105.3,13.77,Shad,Sol,13.3,Overraskende tung
7430,2023-07-07,Fitjarøyene,Hyse,101.8,7.47,Sluk,Skyet,17.0,Fin dag på sjøen
7431,2023-09-11,Tysnes,Hyse,119.5,13.7,Flue,Regn,11.9,Rolige forhold
7432,2023-08-12,Sotra,Hyse,43.2,4.59,Flue,Tåke,8.9,Beste fangst på lenge
7433,2023-05-02,Sotra,Hyse,78.7,8.33,Agn,Vind,10.4,Mye småfisk
7434,2022-03-26,Tysnes,Sild,66.2,7.39,Jigg,Sol,16.7,Beste fangst på lenge
7435,2024-12-06,Bjørnafjorden,Steinbit,97.0,5.88,Shad,Vind,12.9,Fin dag på sjøen
7436,2023-03-20,Austevoll,Hyse,72.6,8.14,Sluk,Sol,10.6,Fin dag på sjøen
7437,2023-10-06,Austevoll,Lyr,104.7,12.3,Shad,Skyet,13.9,Fin dag på sjøen
7438,2023-11-29,Bjørnafjorden,Horngjel,65.7,5.87,Shad,Tåke,7.4,Litt bølger
7439,2024-02-25,Fedje,Steinbit,108.6,14.48,Pilking,Regn,12.7,Tok på første kast
7440,2023-05-12,Sotra,Lyr,78.8,8.2,Jigg,Lettskyet,14.0,Fin dag på sjøen
7441,2022-09-22,Austevoll,Sild,103.6,12.85,Pilking,Sol,12.5,Beste fangst på lenge
7442,2024-12-28,Øygarden,Hyse,80.7,5.53,Agn,Skyet,18.0,Overraskende tung
7443,2023-09-18,Øygarden,Hyse,111.6,8.3,Flue,Regn,17.7,Overraskende tung
7444,2024-03-28,Tysnes,Makrell,47.1,5.56,Pilking,Sol,15.9,Veldig seig i starten
7445,2024-01-22,Sotra,Steinbit,111.4,14.15,Jigg,Sol,15.4,Beste fangst på lenge
7446,2023-02-01,Bjørnafjorden,Hyse,115.0,12.21,Shad,Sol,14.3,Litt bølger
7447,2023-01-26,Austevoll,Sei,44.5,3.83,Pilking,Lettskyet,10.7,Litt bølger
7448,2023-02-03,Øygarden,Makrell,32.8,2.06,Agn,Skyet,11.6,Beste fangst på lenge
7449,2022-05-10,Bjørnafjorden,Hyse,43.6,4.45,Shad,Tåke,12.7,Beste fangst på lenge
7450,2022-12-16,Sotra,Lyr,110.9,11.22,Pilking,Regn,11.5,Tok på første kast
7451,2022-01-07,Fitjarøyene,Hyse,76.3,6.29,Flue,Regn,8.8,Beste fangst på lenge
7452,2024-04-29,Fedje,Sild,76.7,8.42,Jigg,Lettskyet,6.4,Veldig seig i starten
7453,2023-12-28,Bjørnafjorden,Lyr,108.6,8.13,Agn,Skyet,14.5,Rolige forhold
7454,2022-11-22,Øygarden,Hyse,72.7,7.08,Pilking,Skyet,17.3,Rolige forhold
7455,2023-07-31,Bjørnafjorden,Steinbit,49.6,3.77,Pilking,Lettskyet,7.1,Rolige forhold
7456,2024-05-12,Fedje,Sei,33.5,2.05,Pilking,Vind,6.2,Veldig seig i starten
7457,2022-01-18,Sotra,Steinbit,28.4,3.92,Shad,Skyet,8.4,Litt bølger
7458,2024-08-18,Fitjarøyene,Sild,118.7,14.27,Jigg,Lettskyet,13.0,Mye småfisk
7459,2023-04-01,Øygarden,Torsk,20.6,2.8,Jigg,Sol,13.8,Mye småfisk
7460,2023-02-24,Fitjarøyene,Lyr,52.5,4.31,Jigg,Vind,15.7,Mye småfisk
7461,2023-04-05,Fedje,Sei,27.4,2.17,Agn,Regn,7.2,Overraskende tung
7462,2024-09-08,Fedje,Sei,31.6,2.35,Flue,Regn,15.0,Beste fangst på lenge
7463,2022-08-05,Tysnes,Steinbit,89.3,8.66,Shad,Lettskyet,10.7,Tok på første kast
7464,2023-05-01,Fitjarøyene,Lyr,60.3,4.82,Agn,Lettskyet,14.7,Litt bølger
7465,2023-11-23,Sotra,Hyse,88.0,6.86,Flue,Skyet,17.2,Fin dag på sjøen
7466,2022-12-07,Fedje,Makrell,103.8,13.59,Shad,Regn,17.1,Rolige forhold
7467,2023-04-06,Bjørnafjorden,Sei,46.2,5.93,Agn,Vind,13.9,Fin dag på sjøen
7468,2022-04-03,Bjørnafjorden,Sild,112.6,14.9,Agn,Regn,14.5,Tok på første kast
7469,2023-10-19,Øygarden,Sei,33.7,2.45,Shad,Skyet,12.6,Rolige forhold
7470,2023-07-20,Fedje,Horngjel,98.1,10.01,Flue,Vind,13.9,Overraskende tung
7471,2024-09-12,Øygarden,Steinbit,65.6,5.22,Pilking,Vind,12.9,Rolige forhold
7472,2023-06-08,Austevoll,Sei,109.6,15.32,Agn,Regn,9.8,Tok på første kast
7473,2024-01-29,Sotra,Torsk,90.0,11.87,Pilking,Skyet,15.2,Overraskende tung
7474,2024-12-02,Tysnes,Horngjel,87.1,8.72,Agn,Vind,9.9,Litt bølger
7475,2023-04-21,Austevoll,Sild,22.7,1.8,Agn,Regn,15.1,Veldig seig i starten
7476,2024-03-19,Øygarden,Horngjel,92.7,9.77,Shad,Lettskyet,11.4,Rolige forhold
7477,2024-07-04,Tysnes,Lyr,47.5,2.87,Shad,Skyet,7.8,Litt bølger
7478,2022-12-05,Fedje,Hyse,80.0,6.13,Jigg,Tåke,8.0,Rolige forhold
7479,2023-05-03,Austevoll,Sild,42.8,4.11,Shad,Vind,17.9,Beste fangst på lenge
7480,2022-12-24,Sotra,Sei,28.0,3.28,Agn,Sol,10.1,Litt bølger
7481,2024-11-28,Bjørnafjorden,Lyr,66.7,6.18,Shad,Regn,7.1,Fin dag på sjøen
7482,2022-02-02,Fedje,Lyr,57.3,7.7,Pilking,Vind,7.2,Beste fangst på lenge
7483,2024-09-29,Fedje,Sild,88.6,7.42,Shad,Vind,14.3,Rolige forhold
7484,2023-12-14,Bjørnafjorden,Hyse,89.5,8.25,Shad,Tåke,13.4,Litt bølger
7485,2023-12-11,Sotra,Sei,107.5,11.64,Jigg,Regn,8.2,Rolige forhold
7486,2022-07-20,Øygarden,Hyse,66.3,5.92,Pilking,Lettskyet,15.1,Beste fangst på lenge
7487,2024-10-27,Fedje,Sild,66.9,5.1,Sluk,Sol,11.2,Beste fangst på lenge
7488,2024-07-03,Fitjarøyene,Steinbit,58.4,3.65,Agn,Lettskyet,7.5,Tok på første kast
7489,2024-02-03,Tysnes,Sild,44.5,6.13,Pilking,Regn,7.8,Veldig seig i starten
7490,2022-12-20,Tysnes,Steinbit,89.5,11.79,Jigg,Sol,17.3,Litt bølger
7491,2022-07-14,Øygarden,Horngjel,94.1,8.04,Jigg,Vind,16.5,Mye småfisk
7492,2024-01-16,Fitjarøyene,Steinbit,115.7,14.29,Flue,Sol,15.2,Fin dag på sjøen
7493,2024-07-01,Bjørnafjorden,Sild,53.8,5.66,Sluk,Lettskyet,14.3,Mye småfisk
7494,2024-01-30,Fedje,Makrell,30.4,3.07,Flue,Sol,11.0,Rolige forhold
7495,2023-12-28,Fitjarøyene,Lyr,100.1,8.83,Jigg,Regn,16.0,Litt bølger
7496,2024-01-10,Tysnes,Sei,59.6,7.15,Sluk,Vind,7.1,Rolige forhold
7497,2023-03-21,Bjørnafjorden,Hyse,33.8,3.28,Agn,Sol,17.0,Overraskende tung
7498,2024-07-01,Bjørnafjorden,Makrell,30.9,3.35,Flue,Tåke,13.2,Mye småfisk
